email,course_id,sec_no,exam_no,grades
mj6359@nittany.edu,ECON102,2,1,74
pc8832@nittany.edu,CMPSC311,2,1,61
mf8214@nittany.edu,EE211,1,1,62
jb5052@nittany.edu,PHYS213,1,1,88
ma8938@nittany.edu,CMPSC431W,1,1,88
lf4727@nittany.edu,ECON201,1,1,91
mr5864@nittany.edu,MATH140,2,1,81
ml6213@nittany.edu,CMPSC221,1,1,73
mk7773@nittany.edu,CMPSC131,1,1,98
nc8172@nittany.edu,EE352,2,1,92
mj5914@nittany.edu,PHYS214,1,1,83
me2148@nittany.edu,CMPSC461,2,1,99
mk8847@nittany.edu,EE212,1,1,95
my3786@nittany.edu,CHEM110,2,1,63
jm3669@nittany.edu,CMPSC311,1,1,91
uf7067@nittany.edu,PHYS214,2,1,92
mr2575@nittany.edu,EE212,2,1,75
mb3709@nittany.edu,MATH231,1,1,96
jk4409@nittany.edu,MATH140,1,1,70
ys9174@nittany.edu,CMPEN441,2,1,71
rf1538@nittany.edu,CMPEN351,1,1,94
no6118@nittany.edu,CMPSC132,2,1,89
oh8195@nittany.edu,ECON102,1,1,76
jc2471@nittany.edu,CMPEN411,2,1,72
mm3162@nittany.edu,CMPSC132,1,1,65
jh7997@nittany.edu,CSE583,2,1,69
ik6824@nittany.edu,MATH230,2,1,80
tk5748@nittany.edu,IST110,1,1,72
ts1830@nittany.edu,STAT415,2,1,97
kr6619@nittany.edu,STAT415,1,1,66
sg4622@nittany.edu,CMPEN441,1,1,82
jl3236@nittany.edu,CHEM111,2,1,97
kh1826@nittany.edu,PHYS211,1,1,80
me2596@nittany.edu,EE320,1,1,76
jl9851@nittany.edu,CHEM112,2,1,69
sw7724@nittany.edu,MATH140,1,1,85
kh5883@nittany.edu,CMPEN331,1,1,68
mn2842@nittany.edu,CMPSC475,2,1,69
mt7911@nittany.edu,MATH231,2,1,79
pf6936@nittany.edu,CMPSC132,2,1,74
mc8336@nittany.edu,CMPSC132,1,1,76
mv1311@nittany.edu,ECON102,2,1,90
kk2666@nittany.edu,ECON102,2,1,68
ok7520@nittany.edu,CMPSC465,1,1,91
mt3151@nittany.edu,DS220,2,1,85
lb8326@nittany.edu,CMPSC132,1,1,75
lh1031@nittany.edu,DS120,1,1,99
mn1239@nittany.edu,EE320,1,1,70
ka1472@nittany.edu,CMPSC475,2,1,78
tt1799@nittany.edu,ECON101,1,1,94
mr5565@nittany.edu,ECON101,1,1,71
ma6036@nittany.edu,CMPSC465,2,1,86
mr9406@nittany.edu,CMPEN431,2,1,62
os4077@nittany.edu,CMPSC311,1,1,97
mi6642@nittany.edu,CMPEN331,2,1,82
mj1523@nittany.edu,CMPSC448,2,1,64
pw7815@nittany.edu,CMPEN441,1,1,90
jo5683@nittany.edu,IST110,2,1,92
kl1348@nittany.edu,DS120,2,1,70
ns2358@nittany.edu,MATH231,2,1,93
vr4622@nittany.edu,EE212,2,1,69
mk1572@nittany.edu,DS120,1,1,70
ts5040@nittany.edu,PHYS212,1,1,89
mj1117@nittany.edu,CHEM112,2,1,96
kp5214@nittany.edu,CMPSC311,1,1,76
lh8743@nittany.edu,IST110,2,1,71
ka6770@nittany.edu,MATH140,1,1,69
wa5135@nittany.edu,IST110,1,1,71
la7071@nittany.edu,CMPEN362,1,1,70
kl9753@nittany.edu,CMPEN441,1,1,80
jh3336@nittany.edu,CMPEN431,1,1,64
sb1972@nittany.edu,MATH230,2,1,75
kb3574@nittany.edu,EE211,2,1,94
lv3076@nittany.edu,EE320,2,1,93
mt4811@nittany.edu,DS220,2,1,89
zp7831@nittany.edu,CMPSC221,2,1,68
mr1020@nittany.edu,CHEM111,1,1,71
ws6593@nittany.edu,DS120,1,1,97
lw8769@nittany.edu,PHYS213,1,1,100
ms6765@nittany.edu,CHEM111,1,1,90
mj9606@nittany.edu,CMPSC221,2,1,73
jc4011@nittany.edu,EE211,2,1,68
mj5224@nittany.edu,EE330,1,1,85
jz6925@nittany.edu,CMPSC360,2,1,64
vo6259@nittany.edu,STAT318,1,1,88
ks3998@nittany.edu,CMPEN331,2,1,73
mt3231@nittany.edu,CMPSC131,1,1,97
md7627@nittany.edu,EE210,2,1,77
mh8661@nittany.edu,PHYS214,2,1,95
vk8864@nittany.edu,DS220,2,1,87
mh3437@nittany.edu,CMPSC132,1,1,97
ww9231@nittany.edu,CMPSC461,1,1,68
mk1676@nittany.edu,CMPEN331,2,1,67
ub9586@nittany.edu,EE353,2,1,71
lh6961@nittany.edu,ECON201,2,1,68
kf5693@nittany.edu,IST110,1,1,67
sb2082@nittany.edu,STAT415,1,1,92
mn2870@nittany.edu,CSE543,1,1,98
ug5112@nittany.edu,MATH140,1,1,85
tk1529@nittany.edu,CMPSC448,1,1,84
ib2806@nittany.edu,EE353,1,1,62
os7226@nittany.edu,CMPSC461,2,1,89
ne9599@nittany.edu,CMPEN270,1,1,61
vg5084@nittany.edu,CMPSC461,1,1,84
mr5670@nittany.edu,MATH231,1,1,68
km6416@nittany.edu,CMPSC448,1,1,93
sj7472@nittany.edu,CMPEN411,2,1,68
wr1679@nittany.edu,EE352,2,1,70
mr8602@nittany.edu,PHYS212,2,1,69
ma8046@nittany.edu,CMPEN351,1,1,94
lh3004@nittany.edu,CMPEN411,1,1,78
zr6066@nittany.edu,ECON201,1,1,90
jg5906@nittany.edu,EE210,2,1,83
ok5696@nittany.edu,CSE543,2,1,61
mw5391@nittany.edu,IST128,2,1,74
sm5970@nittany.edu,ECON102,1,1,97
mn6897@nittany.edu,CMPEN270,1,1,67
rm8553@nittany.edu,CMPEN411,1,1,69
jl5459@nittany.edu,CHEM112,1,1,71
ml1743@nittany.edu,CMPEN411,2,1,83
ph1773@nittany.edu,EE210,1,1,87
ma8953@nittany.edu,STAT415,1,1,85
pp2997@nittany.edu,EE330,2,1,89
vk7408@nittany.edu,ECON101,2,1,68
ro9937@nittany.edu,EE210,2,1,99
tf2405@nittany.edu,CMPEN351,1,1,67
pm3642@nittany.edu,EE211,2,1,60
kr9949@nittany.edu,EE353,2,1,65
mt2086@nittany.edu,CMPEN411,2,1,75
tw6502@nittany.edu,EE352,1,1,61
ol7450@nittany.edu,CMPEN431,2,1,77
jw6319@nittany.edu,EE210,2,1,89
ok8829@nittany.edu,EE352,2,1,71
ps1087@nittany.edu,EE311,1,1,99
mp7952@nittany.edu,EE330,2,1,61
sm5549@nittany.edu,IST110,2,1,69
td2477@nittany.edu,MATH140,1,1,99
sm8842@nittany.edu,CMPSC221,2,1,90
jp5962@nittany.edu,DS220,2,1,98
mg1791@nittany.edu,CMPSC360,1,1,85
sg1979@nittany.edu,EE353,1,1,99
lo3428@nittany.edu,EE320,2,1,77
ml7753@nittany.edu,CMPEN270,1,1,95
js3927@nittany.edu,CSE543,2,1,66
me9897@nittany.edu,CMPEN351,2,1,100
mb5390@nittany.edu,MATH231,1,1,100
lt7103@nittany.edu,MATH231,1,1,91
pt3035@nittany.edu,CMPSC360,1,1,60
mm2047@nittany.edu,CMPEN362,1,1,96
ma4242@nittany.edu,PHYS214,1,1,83
jn3590@nittany.edu,CMPEN351,2,1,75
mh4972@nittany.edu,PHYS214,1,1,88
jh3004@nittany.edu,DS120,2,1,82
sp7638@nittany.edu,IST110,2,1,95
vn4576@nittany.edu,CMPSC221,1,1,81
mj2446@nittany.edu,ECON102,2,1,96
mp5777@nittany.edu,STAT318,1,1,62
mj1886@nittany.edu,EE353,2,1,61
mp5980@nittany.edu,CMPSC311,1,1,87
mr7087@nittany.edu,MATH141,1,1,99
kk1267@nittany.edu,EE212,1,1,98
jm7206@nittany.edu,EE330,2,1,83
jr1301@nittany.edu,STAT319,2,1,61
rq8420@nittany.edu,CMPEN331,2,1,71
tf8025@nittany.edu,CMPSC475,1,1,81
ob6043@nittany.edu,EE210,1,1,60
jd3188@nittany.edu,CMPSC448,1,1,63
nb5135@nittany.edu,CMPSC465,2,1,95
js4888@nittany.edu,CMPSC465,2,1,94
mt1283@nittany.edu,EE330,1,1,91
tb4699@nittany.edu,CMPSC431W,2,1,98
jf5072@nittany.edu,MATH231,2,1,96
mj8109@nittany.edu,PHYS212,2,1,83
sl8096@nittany.edu,PHYS214,2,1,95
wg1476@nittany.edu,CMPSC131,1,1,91
lb1184@nittany.edu,CMPSC221,1,1,71
kw1043@nittany.edu,MATH140,1,1,94
nb2686@nittany.edu,PHYS214,1,1,97
rk8121@nittany.edu,EE320,2,1,98
vp6083@nittany.edu,EE352,1,1,65
mb7672@nittany.edu,MATH230,1,1,78
rh9618@nittany.edu,ECON201,1,1,82
lw7685@nittany.edu,CMPEN270,2,1,75
me6698@nittany.edu,EE311,1,1,91
mp7693@nittany.edu,EE320,1,1,92
us6442@nittany.edu,MATH140,2,1,62
ma9983@nittany.edu,CMPSC461,2,1,84
ma3822@nittany.edu,CMPEN431,2,1,97
vy1999@nittany.edu,STAT318,1,1,73
lw8160@nittany.edu,DS220,1,1,71
nm4783@nittany.edu,PHYS211,2,1,90
nb4212@nittany.edu,PHYS214,1,1,100
ms9882@nittany.edu,CMPSC311,1,1,60
mk2377@nittany.edu,CMPEN441,1,1,66
rw1366@nittany.edu,CMPSC360,2,1,76
ml7288@nittany.edu,DS220,1,1,85
jd5932@nittany.edu,STAT415,1,1,74
lk1182@nittany.edu,ECON102,1,1,75
jk1331@nittany.edu,CMPSC132,1,1,67
jw9436@nittany.edu,ECON101,1,1,86
zw5425@nittany.edu,EE210,1,1,99
jk5021@nittany.edu,CMPSC131,1,1,98
mn1003@nittany.edu,EE330,1,1,66
jl8774@nittany.edu,CMPSC475,1,1,74
mj7408@nittany.edu,CMPSC461,2,1,97
ns6501@nittany.edu,PHYS211,2,1,65
lr5589@nittany.edu,CMPEN411,2,1,73
me5409@nittany.edu,CMPSC131,2,1,77
mc9096@nittany.edu,IST128,2,1,91
jk4116@nittany.edu,CMPSC465,2,1,89
kb9285@nittany.edu,CMPSC360,1,1,93
kq6968@nittany.edu,PHYS212,1,1,90
mj6957@nittany.edu,STAT319,2,1,92
tp4444@nittany.edu,ECON201,2,1,95
me6706@nittany.edu,CMPEN441,2,1,62
kb8171@nittany.edu,IST110,2,1,73
sr6321@nittany.edu,CMPSC431W,2,1,87
jh1737@nittany.edu,CMPSC465,1,1,100
sp1616@nittany.edu,CSE543,1,1,98
pm4249@nittany.edu,CMPEN270,1,1,76
tl1139@nittany.edu,CMPEN362,2,1,100
im1645@nittany.edu,CMPEN270,1,1,68
sd6073@nittany.edu,CSE583,1,1,76
po7371@nittany.edu,CMPSC475,2,1,63
wo4044@nittany.edu,CMPSC132,1,1,89
mc4662@nittany.edu,CMPSC465,1,1,83
mm9624@nittany.edu,CMPSC221,2,1,68
nb6183@nittany.edu,CMPSC465,2,1,63
mm4674@nittany.edu,STAT415,1,1,72
vh5298@nittany.edu,MATH140,2,1,79
al4613@nittany.edu,CMPSC431W,2,1,89
ak9804@nittany.edu,CMPEN351,1,1,94
as1233@nittany.edu,MATH140,2,1,91
al6759@nittany.edu,CMPSC465,1,1,88
ah2567@nittany.edu,CMPEN431,1,1,81
ab8825@nittany.edu,CMPSC461,2,1,71
ak1365@nittany.edu,CMPSC475,1,1,76
at2037@nittany.edu,CMPEN441,1,1,74
as3627@nittany.edu,IST128,1,1,60
ah3078@nittany.edu,CHEM112,2,1,89
ab8389@nittany.edu,MATH140,2,1,71
at1813@nittany.edu,EE210,1,1,64
ao8250@nittany.edu,CMPSC475,2,1,84
al8826@nittany.edu,EE211,2,1,99
ab4479@nittany.edu,PHYS214,2,1,72
al5806@nittany.edu,EE330,2,1,63
aj1457@nittany.edu,PHYS212,1,1,86
ar7586@nittany.edu,CMPSC131,2,1,86
am6718@nittany.edu,IST110,1,1,85
as4057@nittany.edu,CMPSC461,2,1,82
az6923@nittany.edu,CMPSC360,1,1,67
ab9912@nittany.edu,EE311,1,1,88
ap8429@nittany.edu,EE211,1,1,71
ag4728@nittany.edu,ECON102,1,1,98
ab3717@nittany.edu,CMPEN362,2,1,64
ah5707@nittany.edu,CMPSC132,2,1,81
ad9791@nittany.edu,CMPSC475,2,1,82
aw2983@nittany.edu,CMPSC360,1,1,74
lj2993@nittany.edu,ECON101,2,1,73
rb1832@nittany.edu,PHYS213,1,1,81
ld8122@nittany.edu,STAT319,1,1,91
md5914@nittany.edu,PHYS213,2,1,87
kf8268@nittany.edu,CHEM110,1,1,77
pz6665@nittany.edu,CMPSC221,2,1,91
mr6639@nittany.edu,EE210,2,1,78
sc5452@nittany.edu,CHEM110,1,1,82
tp8468@nittany.edu,CSE583,2,1,78
ih9335@nittany.edu,CHEM111,2,1,68
pr4075@nittany.edu,CMPSC221,2,1,83
nk8056@nittany.edu,MATH230,1,1,79
jz5577@nittany.edu,PHYS213,2,1,100
jp2632@nittany.edu,ECON102,1,1,64
lk7361@nittany.edu,ECON201,2,1,95
ks1880@nittany.edu,CMPSC132,2,1,60
ms2404@nittany.edu,MATH141,2,1,65
ih5431@nittany.edu,CSE583,2,1,93
sm4115@nittany.edu,EE212,1,1,82
js8078@nittany.edu,CMPEN331,1,1,62
mb4117@nittany.edu,MATH141,1,1,84
rm8585@nittany.edu,EE353,1,1,86
mg1976@nittany.edu,CSE583,2,1,92
kc4364@nittany.edu,EE311,2,1,69
rh2046@nittany.edu,ECON101,1,1,91
jh2885@nittany.edu,CMPEN270,1,1,67
ms9362@nittany.edu,EE311,2,1,81
jl6447@nittany.edu,EE311,1,1,91
mr2329@nittany.edu,CHEM112,2,1,89
ma5503@nittany.edu,ECON201,1,1,62
rb4971@nittany.edu,CMPEN362,1,1,90
jc5818@nittany.edu,EE210,2,1,98
kg2618@nittany.edu,CHEM110,2,1,71
lg4120@nittany.edu,CMPSC311,2,1,90
sg2123@nittany.edu,CMPEN441,2,1,64
tp3946@nittany.edu,EE320,1,1,84
sb5076@nittany.edu,CMPSC431W,2,1,90
mh2221@nittany.edu,EE212,2,1,85
vs8351@nittany.edu,MATH231,2,1,75
mm1324@nittany.edu,CMPSC311,1,1,98
tg2289@nittany.edu,MATH141,1,1,76
mk4648@nittany.edu,EE212,1,1,64
sa8884@nittany.edu,CSE543,1,1,70
kn1468@nittany.edu,EE352,2,1,62
jk5833@nittany.edu,MATH230,2,1,66
md1699@nittany.edu,EE352,2,1,66
mc4814@nittany.edu,EE212,2,1,100
ll2646@nittany.edu,CMPSC132,1,1,66
mr3369@nittany.edu,CMPSC311,1,1,71
tb7100@nittany.edu,MATH230,1,1,77
wm3293@nittany.edu,CMPEN441,2,1,100
jb9557@nittany.edu,CMPEN351,1,1,93
ko8881@nittany.edu,CMPEN362,2,1,86
zj6533@nittany.edu,CHEM112,1,1,74
mb4756@nittany.edu,PHYS213,2,1,63
mr3556@nittany.edu,CMPSC131,1,1,69
md3813@nittany.edu,CMPEN431,2,1,94
km6173@nittany.edu,PHYS211,2,1,74
sg3060@nittany.edu,PHYS213,1,1,100
ms7605@nittany.edu,CMPEN331,2,1,74
tm4946@nittany.edu,CMPSC132,2,1,68
yc2897@nittany.edu,EE210,1,1,88
al4613@nittany.edu,EE212,1,1,81
am4447@nittany.edu,IST110,1,1,83
ak9804@nittany.edu,MATH231,1,1,93
as1233@nittany.edu,CMPEN431,2,1,83
al5684@nittany.edu,CMPSC461,1,1,84
al6759@nittany.edu,PHYS213,1,1,99
ab8825@nittany.edu,CMPEN270,1,1,79
as3627@nittany.edu,CMPSC360,1,1,81
ah3078@nittany.edu,EE353,2,1,73
ab8389@nittany.edu,CMPEN351,2,1,95
at1813@nittany.edu,CMPSC221,2,1,81
ao8250@nittany.edu,CSE583,2,1,65
al8826@nittany.edu,ECON102,2,1,68
ab4479@nittany.edu,EE212,2,1,62
al5806@nittany.edu,EE210,2,1,91
aj1457@nittany.edu,EE210,1,1,81
ar7586@nittany.edu,CHEM111,1,1,85
am6718@nittany.edu,MATH230,1,1,97
as4057@nittany.edu,MATH231,1,1,86
az6923@nittany.edu,MATH140,2,1,87
ab9912@nittany.edu,CHEM110,1,1,95
ag4728@nittany.edu,CMPSC448,1,1,73
ab3717@nittany.edu,EE353,2,1,85
ah5707@nittany.edu,STAT319,1,1,61
ad9791@nittany.edu,CHEM111,2,1,93
aw2983@nittany.edu,ECON201,2,1,66
lj2993@nittany.edu,CHEM112,1,1,97
rb1832@nittany.edu,DS120,2,1,86
ld8122@nittany.edu,CMPSC475,1,1,67
md5914@nittany.edu,CMPSC360,2,1,96
kf8268@nittany.edu,CMPEN331,1,1,90
pz6665@nittany.edu,CHEM111,1,1,79
mr6639@nittany.edu,CMPSC132,2,1,78
sc5452@nittany.edu,CMPSC448,1,1,62
tp8468@nittany.edu,PHYS214,1,1,85
ih9335@nittany.edu,CMPEN362,1,1,73
me9525@nittany.edu,STAT319,1,1,80
pr4075@nittany.edu,STAT415,2,1,65
nk8056@nittany.edu,EE210,1,1,81
jz5577@nittany.edu,CMPSC431W,1,1,63
jp2632@nittany.edu,EE353,2,1,96
lk7361@nittany.edu,EE353,1,1,77
ks1880@nittany.edu,STAT415,1,1,81
ms2404@nittany.edu,CMPEN411,1,1,81
sm4115@nittany.edu,CMPEN411,2,1,87
js8078@nittany.edu,DS120,1,1,69
mb4117@nittany.edu,CMPSC475,2,1,73
rm8585@nittany.edu,EE311,1,1,94
mg1976@nittany.edu,ECON102,1,1,82
kc4364@nittany.edu,CMPSC311,1,1,68
rh2046@nittany.edu,ECON201,1,1,61
jh2885@nittany.edu,CMPSC131,1,1,88
ms9362@nittany.edu,EE210,2,1,69
mr2329@nittany.edu,MATH141,1,1,64
ma5503@nittany.edu,EE353,2,1,77
rb4971@nittany.edu,STAT415,2,1,80
jc5818@nittany.edu,CMPSC465,2,1,100
kg2618@nittany.edu,IST128,1,1,88
lg4120@nittany.edu,CMPSC465,2,1,65
sg2123@nittany.edu,CHEM112,1,1,67
tp3946@nittany.edu,DS120,2,1,80
sb5076@nittany.edu,PHYS212,2,1,83
mh2221@nittany.edu,PHYS211,2,1,60
vs8351@nittany.edu,MATH230,1,1,96
mm1324@nittany.edu,MATH141,2,1,78
tg2289@nittany.edu,CHEM110,2,1,79
sa8884@nittany.edu,EE352,2,1,91
kn1468@nittany.edu,CMPEN441,1,1,88
jk5833@nittany.edu,PHYS213,1,1,92
md1699@nittany.edu,CMPEN270,2,1,81
mc4814@nittany.edu,CMPEN331,1,1,62
ll2646@nittany.edu,IST110,2,1,81
mr3369@nittany.edu,CHEM112,2,1,98
tb7100@nittany.edu,CMPSC132,2,1,70
wm3293@nittany.edu,CMPSC448,2,1,90
jb9557@nittany.edu,CHEM111,1,1,92
ko8881@nittany.edu,CMPSC360,2,1,80
zj6533@nittany.edu,CMPSC465,2,1,87
mr3556@nittany.edu,MATH230,2,1,82
md3813@nittany.edu,CMPEN411,1,1,63
km6173@nittany.edu,CSE583,2,1,88
sg3060@nittany.edu,MATH231,2,1,69
ms7605@nittany.edu,CMPSC448,2,1,82
tm4946@nittany.edu,DS120,2,1,67
jg1721@nittany.edu,CMPEN351,1,1,64
yc2897@nittany.edu,EE352,2,1,75
rb9779@nittany.edu,CMPEN431,1,1,81
zr6768@nittany.edu,CMPSC448,1,1,62
rc6428@nittany.edu,CMPSC465,1,1,72
jt5287@nittany.edu,CMPEN431,2,1,81
lo7605@nittany.edu,CMPEN331,1,1,96
tr4637@nittany.edu,EE211,1,1,68
lr3728@nittany.edu,CHEM110,1,1,68
xg4863@nittany.edu,CMPEN331,1,1,85
me5010@nittany.edu,STAT318,1,1,77
lr5472@nittany.edu,ECON101,1,1,74
sh4974@nittany.edu,MATH231,1,1,74
la9924@nittany.edu,DS120,2,1,80
ms2737@nittany.edu,CHEM110,2,1,89
tb8127@nittany.edu,CMPSC475,2,1,96
mm2976@nittany.edu,PHYS214,2,1,87
th3170@nittany.edu,MATH141,2,1,79
kk3742@nittany.edu,STAT318,1,1,91
nd2615@nittany.edu,IST110,1,1,72
sb6428@nittany.edu,EE330,2,1,100
rr9237@nittany.edu,CMPSC360,1,1,63
mm1660@nittany.edu,CMPSC221,1,1,90
mr1462@nittany.edu,STAT319,2,1,79
lg1828@nittany.edu,MATH230,2,1,66
jo7172@nittany.edu,CMPEN362,1,1,67
ma5045@nittany.edu,CMPSC465,2,1,82
mc4696@nittany.edu,CMPSC465,2,1,61
rs3973@nittany.edu,CMPEN351,2,1,60
mv4275@nittany.edu,ECON102,1,1,75
vw5806@nittany.edu,CMPSC360,1,1,90
nr4230@nittany.edu,DS120,1,1,77
ma3543@nittany.edu,IST110,1,1,81
mc9149@nittany.edu,CHEM110,2,1,73
lg2530@nittany.edu,STAT319,1,1,67
sh4671@nittany.edu,CHEM112,2,1,60
lt3713@nittany.edu,ECON101,2,1,88
jw3861@nittany.edu,CHEM112,1,1,73
kr4923@nittany.edu,STAT318,2,1,82
nf6339@nittany.edu,CMPSC221,1,1,99
md6319@nittany.edu,CHEM112,2,1,85
mb1688@nittany.edu,CSE583,1,1,61
mk5190@nittany.edu,IST110,2,1,64
mk3204@nittany.edu,ECON101,1,1,94
oc3904@nittany.edu,CMPEN362,1,1,86
km6627@nittany.edu,CSE583,1,1,85
js6308@nittany.edu,CMPEN331,2,1,96
jw4897@nittany.edu,EE330,2,1,75
vl7715@nittany.edu,CMPSC448,1,1,79
ph3861@nittany.edu,CMPEN411,2,1,63
jh3919@nittany.edu,EE211,1,1,85
mw5114@nittany.edu,CMPEN431,1,1,92
ld6778@nittany.edu,CMPSC131,1,1,89
mc1411@nittany.edu,PHYS211,2,1,73
lg7099@nittany.edu,EE210,2,1,94
mm9659@nittany.edu,CMPSC360,2,1,94
rc5324@nittany.edu,DS120,2,1,88
mz7312@nittany.edu,ECON101,1,1,78
ml5786@nittany.edu,PHYS212,2,1,61
nh2508@nittany.edu,CMPSC448,2,1,94
ms2255@nittany.edu,CMPEN411,2,1,76
mp4954@nittany.edu,CMPSC448,1,1,67
lj7790@nittany.edu,EE211,2,1,76
mt8800@nittany.edu,CMPSC360,1,1,77
ld6540@nittany.edu,MATH231,2,1,95
sv5358@nittany.edu,EE330,1,1,94
kf8921@nittany.edu,IST128,2,1,78
rh4718@nittany.edu,PHYS213,1,1,94
vt8578@nittany.edu,CMPEN362,1,1,84
lb6520@nittany.edu,EE210,2,1,73
kb6941@nittany.edu,MATH141,1,1,74
rv5469@nittany.edu,IST110,2,1,89
ml7975@nittany.edu,CHEM110,2,1,100
mj4880@nittany.edu,EE311,1,1,83
jf9661@nittany.edu,MATH141,2,1,70
lt8366@nittany.edu,IST110,2,1,86
js7099@nittany.edu,CMPEN362,1,1,64
rf2661@nittany.edu,PHYS211,1,1,69
js8165@nittany.edu,STAT318,1,1,96
kk3115@nittany.edu,CMPEN331,1,1,60
mr4635@nittany.edu,CMPEN411,2,1,89
ve8889@nittany.edu,CSE543,2,1,65
ml3983@nittany.edu,CMPSC461,1,1,65
ld8065@nittany.edu,IST128,2,1,87
in2805@nittany.edu,EE320,2,1,69
pb8346@nittany.edu,EE320,1,1,84
rf1782@nittany.edu,MATH231,1,1,95
mn6721@nittany.edu,MATH230,1,1,92
sm6043@nittany.edu,EE311,2,1,65
lj2224@nittany.edu,CMPEN431,2,1,64
wr3515@nittany.edu,MATH230,2,1,76
wl5243@nittany.edu,ECON102,2,1,89
jr8665@nittany.edu,CHEM112,2,1,87
ns1210@nittany.edu,CMPEN351,2,1,83
ms6173@nittany.edu,CMPSC311,2,1,86
na8379@nittany.edu,CMPEN431,2,1,63
ls6337@nittany.edu,CMPEN331,2,1,86
sm9645@nittany.edu,IST110,2,1,98
rr8243@nittany.edu,EE320,1,1,98
lw4369@nittany.edu,ECON201,1,1,62
il3541@nittany.edu,EE352,2,1,79
mo1186@nittany.edu,EE311,1,1,64
lm6031@nittany.edu,ECON201,1,1,92
mj6359@nittany.edu,PHYS211,2,1,71
pc8832@nittany.edu,CMPEN270,2,1,97
mf8214@nittany.edu,CHEM111,2,1,78
jb5052@nittany.edu,CMPSC360,1,1,99
ma8938@nittany.edu,ECON201,2,1,87
lf4727@nittany.edu,CMPEN331,1,1,75
jh1874@nittany.edu,CSE583,1,1,66
rb6281@nittany.edu,EE212,2,1,88
mr5864@nittany.edu,ECON102,2,1,93
ml6213@nittany.edu,ECON102,2,1,91
mk7773@nittany.edu,CHEM112,2,1,93
nc8172@nittany.edu,EE320,2,1,60
mj5914@nittany.edu,CMPEN441,1,1,96
me2148@nittany.edu,EE311,2,1,94
mk8847@nittany.edu,MATH141,2,1,94
my3786@nittany.edu,CMPSC465,1,1,86
jm3669@nittany.edu,ECON102,2,1,70
uf7067@nittany.edu,MATH230,1,1,63
mr2575@nittany.edu,EE311,1,1,99
mb3709@nittany.edu,CMPEN331,2,1,83
jk4409@nittany.edu,CMPEN441,1,1,82
ys9174@nittany.edu,EE212,1,1,79
rf1538@nittany.edu,PHYS214,2,1,64
no6118@nittany.edu,EE311,2,1,73
lc4994@nittany.edu,EE210,2,1,97
oh8195@nittany.edu,MATH231,2,1,80
jc2471@nittany.edu,CMPSC132,2,1,68
mm3162@nittany.edu,ECON102,1,1,69
jh7997@nittany.edu,PHYS214,1,1,88
ik6824@nittany.edu,PHYS213,2,1,86
tk5748@nittany.edu,STAT319,2,1,92
kr6619@nittany.edu,IST110,1,1,68
rk2653@nittany.edu,STAT318,1,1,98
sg4622@nittany.edu,CMPSC221,1,1,87
jl3236@nittany.edu,CMPSC360,2,1,70
kh1826@nittany.edu,EE210,1,1,96
jl9851@nittany.edu,CMPEN270,1,1,64
sw7724@nittany.edu,PHYS212,1,1,74
kh5883@nittany.edu,PHYS212,1,1,78
mn2842@nittany.edu,EE353,1,1,97
mt7911@nittany.edu,ECON102,2,1,63
pf6936@nittany.edu,CMPSC465,2,1,67
mv1311@nittany.edu,EE353,2,1,60
kk2666@nittany.edu,MATH231,2,1,82
ok7520@nittany.edu,STAT319,2,1,82
mt3151@nittany.edu,STAT318,1,1,65
lb8326@nittany.edu,CSE583,1,1,83
lh1031@nittany.edu,CMPSC131,1,1,75
mn1239@nittany.edu,CHEM111,1,1,75
ka1472@nittany.edu,MATH231,1,1,81
tt1799@nittany.edu,CMPSC360,2,1,84
ma6036@nittany.edu,EE210,1,1,63
mr9406@nittany.edu,EE212,1,1,78
os4077@nittany.edu,EE330,2,1,85
mj1523@nittany.edu,CHEM110,1,1,75
pw7815@nittany.edu,CMPSC132,1,1,88
jo5683@nittany.edu,IST128,2,1,73
kl1348@nittany.edu,STAT319,1,1,79
ns2358@nittany.edu,PHYS211,2,1,85
mk1572@nittany.edu,STAT318,1,1,82
ts5040@nittany.edu,ECON101,2,1,65
mj1117@nittany.edu,MATH141,2,1,61
kp5214@nittany.edu,EE330,2,1,87
me4221@nittany.edu,CMPSC448,2,1,91
lh8743@nittany.edu,CMPSC475,1,1,87
ka6770@nittany.edu,DS120,2,1,64
wa5135@nittany.edu,EE211,2,1,90
la7071@nittany.edu,STAT318,1,1,75
kl9753@nittany.edu,STAT318,1,1,66
jh3336@nittany.edu,EE211,1,1,97
sb1972@nittany.edu,EE211,2,1,71
kb3574@nittany.edu,CMPSC448,1,1,80
lv3076@nittany.edu,CMPEN411,2,1,64
mt4811@nittany.edu,PHYS214,2,1,73
zp7831@nittany.edu,CMPSC360,1,1,81
mr1020@nittany.edu,EE211,2,1,89
ws6593@nittany.edu,STAT318,2,1,84
lw8769@nittany.edu,EE311,2,1,84
mj9606@nittany.edu,CHEM112,2,1,79
jc4011@nittany.edu,CMPEN331,1,1,65
mj5224@nittany.edu,CMPSC221,1,1,97
ks3998@nittany.edu,ECON102,2,1,69
mt3231@nittany.edu,CMPSC475,2,1,83
ws8716@nittany.edu,EE311,1,1,65
th2610@nittany.edu,CHEM111,2,1,86
mh3437@nittany.edu,EE212,2,1,100
ww9231@nittany.edu,CHEM112,1,1,97
